time,BNP.USDINR - USD/INR_x,closeAsk,closeBid
2014-08-28T10:00:00.000000Z,60.6765,60.729,60.624
2014-08-28T11:00:00.000000Z,60.578500000000005,60.631,60.526
2014-08-28T12:00:00.000000Z,60.569500000000005,60.622,60.517
2014-08-28T13:00:00.000000Z,60.6085,60.661,60.556
2014-08-28T14:00:00.000000Z,60.6025,60.655,60.55
2014-08-28T15:00:00.000000Z,60.6015,60.654,60.549
2014-08-28T16:00:00.000000Z,60.5955,60.648,60.543
2014-08-28T17:00:00.000000Z,60.6305,60.683,60.578
2014-08-28T18:00:00.000000Z,60.6295,60.682,60.577
2014-08-28T19:00:00.000000Z,60.6085,60.661,60.556
2014-08-28T20:00:00.000000Z,60.609,60.734,60.484
2014-08-29T00:00:00.000000Z,60.608,60.733,60.483
2014-08-29T01:00:00.000000Z,60.608,60.678,60.538
2014-08-29T02:00:00.000000Z,60.535,60.605,60.465
2014-08-29T03:00:00.000000Z,60.5285,60.581,60.476
2014-08-29T04:00:00.000000Z,60.555499999999995,60.608,60.503
2014-08-29T05:00:00.000000Z,60.5165,60.569,60.464
2014-08-29T06:00:00.000000Z,60.5395,60.592,60.487
2014-08-29T07:00:00.000000Z,60.4835,60.536,60.431
2014-08-29T08:00:00.000000Z,60.4735,60.526,60.421
2014-08-29T09:00:00.000000Z,60.5095,60.562,60.457
2014-08-29T10:00:00.000000Z,60.5225,60.575,60.47
2014-08-29T11:00:00.000000Z,60.5035,60.556,60.451
2014-08-29T12:00:00.000000Z,60.4985,60.551,60.446
2014-08-29T13:00:00.000000Z,60.5545,60.607,60.502
2014-08-29T14:00:00.000000Z,60.5385,60.591,60.486
2014-08-29T15:00:00.000000Z,60.5305,60.583,60.478
2014-08-29T16:00:00.000000Z,60.558499999999995,60.611,60.506
2014-08-29T17:00:00.000000Z,60.6215,60.674,60.569
2014-08-29T18:00:00.000000Z,60.6015,60.654,60.549
2014-08-29T19:00:00.000000Z,60.6055,60.658,60.553
2014-08-29T20:00:00.000000Z,60.6055,60.658,60.553
2014-08-31T21:00:00.000000Z,60.6245,60.677,60.572
2014-09-01T00:00:00.000000Z,60.6225,60.675,60.57
2014-09-01T01:00:00.000000Z,60.5925,60.645,60.54
2014-09-01T02:00:00.000000Z,60.5255,60.578,60.473
2014-09-01T03:00:00.000000Z,60.5245,60.577,60.472
2014-09-01T04:00:00.000000Z,60.5215,60.574,60.469
2014-09-01T05:00:00.000000Z,60.5265,60.579,60.474
2014-09-01T06:00:00.000000Z,60.5065,60.559,60.454
2014-09-01T07:00:00.000000Z,60.5005,60.553,60.448
2014-09-01T08:00:00.000000Z,60.4955,60.548,60.443
2014-09-01T09:00:00.000000Z,60.4915,60.544,60.439
2014-09-01T10:00:00.000000Z,60.4915,60.544,60.439
2014-09-01T11:00:00.000000Z,60.5245,60.577,60.472
2014-09-01T12:00:00.000000Z,60.5205,60.573,60.468
2014-09-01T13:00:00.000000Z,60.5085,60.561,60.456
2014-09-01T14:00:00.000000Z,60.5025,60.555,60.45
2014-09-01T15:00:00.000000Z,60.5185,60.571,60.466
2014-09-01T16:00:00.000000Z,60.5065,60.559,60.454
2014-09-01T17:00:00.000000Z,60.5155,60.568,60.463
2014-09-01T18:00:00.000000Z,60.5155,60.568,60.463
2014-09-01T20:00:00.000000Z,60.515,60.64,60.39
2014-09-01T21:00:00.000000Z,60.466,60.591,60.341
2014-09-01T22:00:00.000000Z,60.466,60.591,60.341
2014-09-02T00:00:00.000000Z,60.525,60.65,60.4
2014-09-02T01:00:00.000000Z,60.613,60.683,60.543
2014-09-02T02:00:00.000000Z,60.643,60.713,60.573
2014-09-02T03:00:00.000000Z,60.6505,60.703,60.598
2014-09-02T04:00:00.000000Z,60.5885,60.641,60.536
2014-09-02T05:00:00.000000Z,60.6095,60.662,60.557
2014-09-02T06:00:00.000000Z,60.5975,60.65,60.545
2014-09-02T07:00:00.000000Z,60.5315,60.584,60.479
2014-09-02T08:00:00.000000Z,60.6085,60.661,60.556
2014-09-02T09:00:00.000000Z,60.680499999999995,60.733,60.628
2014-09-02T10:00:00.000000Z,60.680499999999995,60.733,60.628
2014-09-02T11:00:00.000000Z,60.694500000000005,60.747,60.642
2014-09-02T12:00:00.000000Z,60.7095,60.762,60.657
2014-09-02T13:00:00.000000Z,60.685500000000005,60.738,60.633
2014-09-02T14:00:00.000000Z,60.700500000000005,60.753,60.648
2014-09-02T15:00:00.000000Z,60.703500000000005,60.756,60.651
2014-09-02T16:00:00.000000Z,60.6355,60.688,60.583
2014-09-02T17:00:00.000000Z,60.6185,60.671,60.566
2014-09-02T18:00:00.000000Z,60.6305,60.683,60.578
2014-09-02T19:00:00.000000Z,60.6245,60.677,60.572
2014-09-02T20:00:00.000000Z,60.625,60.75,60.5
2014-09-02T21:00:00.000000Z,60.605,60.73,60.48
2014-09-02T23:00:00.000000Z,60.605,60.73,60.48
2014-09-03T00:00:00.000000Z,60.622,60.747,60.497
2014-09-03T01:00:00.000000Z,60.636,60.706,60.566
2014-09-03T02:00:00.000000Z,60.62,60.69,60.55
2014-09-03T03:00:00.000000Z,60.6535,60.706,60.601
2014-09-03T04:00:00.000000Z,60.6205,60.673,60.568
2014-09-03T05:00:00.000000Z,60.5545,60.607,60.502
2014-09-03T06:00:00.000000Z,60.5455,60.598,60.493
2014-09-03T07:00:00.000000Z,60.5385,60.591,60.486
