time,closeAsk,closeBid,volume,BNP.GBPJPY - GBP/JPY_x
2014-10-16T21:00:00.000000Z,170.875,170.875,667.0,170.875
2014-10-16T22:00:00.000000Z,171.125,171.125,771.0,171.125
2014-10-16T23:00:00.000000Z,171.375,171.25,1525.0,171.3125
2014-10-17T00:00:00.000000Z,171.0,170.875,2756.0,170.9375
2014-10-17T01:00:00.000000Z,171.125,171.0,2084.0,171.0625
2014-10-17T02:00:00.000000Z,171.0,171.0,1750.0,171.0
2014-10-17T03:00:00.000000Z,170.625,170.625,2068.0,170.625
2014-10-17T04:00:00.000000Z,170.875,170.75,1692.0,170.8125
2014-10-17T05:00:00.000000Z,170.75,170.75,1927.0,170.75
2014-10-17T06:00:00.000000Z,170.5,170.5,3550.0,170.5
2014-10-17T07:00:00.000000Z,171.0,171.0,5280.0,171.0
2014-10-17T08:00:00.000000Z,171.625,171.5,5984.0,171.5625
2014-10-17T09:00:00.000000Z,171.375,171.375,4368.0,171.375
2014-10-17T10:00:00.000000Z,171.5,171.5,3110.0,171.5
2014-10-17T11:00:00.000000Z,171.375,171.375,3832.0,171.375
2014-10-17T12:00:00.000000Z,171.5,171.375,5780.0,171.4375
2014-10-17T13:00:00.000000Z,171.375,171.375,5344.0,171.375
2014-10-17T14:00:00.000000Z,171.625,171.625,5680.0,171.625
2014-10-17T15:00:00.000000Z,171.625,171.625,3526.0,171.625
2014-10-17T16:00:00.000000Z,171.75,171.625,2464.0,171.6875
2014-10-17T17:00:00.000000Z,171.75,171.75,1954.0,171.75
2014-10-17T18:00:00.000000Z,171.875,171.875,1806.0,171.875
2014-10-17T19:00:00.000000Z,172.0,172.0,2184.0,172.0
2014-10-17T20:00:00.000000Z,172.125,171.875,1192.0,172.0
2014-10-19T21:00:00.000000Z,172.375,172.25,684.0,172.3125
2014-10-19T22:00:00.000000Z,172.375,172.375,1293.0,172.375
2014-10-19T23:00:00.000000Z,172.5,172.375,1249.0,172.4375
2014-10-20T00:00:00.000000Z,172.375,172.375,2392.0,172.375
2014-10-20T01:00:00.000000Z,172.625,172.5,1831.0,172.5625
2014-10-20T02:00:00.000000Z,172.75,172.75,1930.0,172.75
2014-10-20T03:00:00.000000Z,173.0,172.875,1848.0,172.9375
2014-10-20T04:00:00.000000Z,173.0,172.875,905.0,172.9375
2014-10-20T05:00:00.000000Z,172.75,172.75,1241.0,172.75
2014-10-20T06:00:00.000000Z,172.5,172.5,1756.0,172.5
2014-10-20T07:00:00.000000Z,172.5,172.375,4384.0,172.4375
2014-10-20T08:00:00.000000Z,172.5,172.5,4056.0,172.5
2014-10-20T09:00:00.000000Z,172.875,172.75,2808.0,172.8125
2014-10-20T10:00:00.000000Z,172.5,172.5,2616.0,172.5
2014-10-20T11:00:00.000000Z,172.375,172.25,3212.0,172.3125
2014-10-20T12:00:00.000000Z,172.625,172.625,3526.0,172.625
2014-10-20T13:00:00.000000Z,172.5,172.5,4128.0,172.5
2014-10-20T14:00:00.000000Z,172.375,172.375,4472.0,172.375
2014-10-20T15:00:00.000000Z,172.5,172.5,2832.0,172.5
2014-10-20T16:00:00.000000Z,172.5,172.375,1900.0,172.4375
2014-10-20T17:00:00.000000Z,172.75,172.75,1953.0,172.75
2014-10-20T18:00:00.000000Z,172.75,172.75,1130.0,172.75
2014-10-20T19:00:00.000000Z,172.875,172.75,1198.0,172.8125
2014-10-20T20:00:00.000000Z,172.875,172.875,744.0,172.875
2014-10-20T21:00:00.000000Z,172.875,172.875,559.0,172.875
2014-10-20T22:00:00.000000Z,172.875,172.75,715.0,172.8125
2014-10-20T23:00:00.000000Z,172.75,172.625,753.0,172.6875
2014-10-21T00:00:00.000000Z,172.625,172.625,2182.0,172.625
2014-10-21T01:00:00.000000Z,172.625,172.625,1700.0,172.625
2014-10-21T02:00:00.000000Z,172.625,172.625,2100.0,172.625
2014-10-21T03:00:00.000000Z,172.375,172.375,2024.0,172.375
2014-10-21T04:00:00.000000Z,172.125,172.125,3154.0,172.125
2014-10-21T05:00:00.000000Z,172.125,172.125,1920.0,172.125
2014-10-21T06:00:00.000000Z,172.0,172.0,3360.0,172.0
2014-10-21T07:00:00.000000Z,172.25,172.25,4000.0,172.25
2014-10-21T08:00:00.000000Z,172.5,172.5,3204.0,172.5
2014-10-21T09:00:00.000000Z,172.5,172.5,4504.0,172.5
2014-10-21T10:00:00.000000Z,172.625,172.625,3088.0,172.625
2014-10-21T11:00:00.000000Z,172.5,172.5,3216.0,172.5
2014-10-21T12:00:00.000000Z,172.5,172.375,4144.0,172.4375
2014-10-21T13:00:00.000000Z,172.375,172.375,3888.0,172.375
2014-10-21T14:00:00.000000Z,172.125,172.125,4652.0,172.125
2014-10-21T15:00:00.000000Z,172.125,172.125,3132.0,172.125
2014-10-21T16:00:00.000000Z,172.125,172.0,1892.0,172.0625
2014-10-21T17:00:00.000000Z,172.125,172.125,1277.0,172.125
2014-10-21T18:00:00.000000Z,172.25,172.25,973.0,172.25
2014-10-21T19:00:00.000000Z,172.25,172.25,932.0,172.25
2014-10-21T20:00:00.000000Z,172.5,172.375,961.0,172.4375
2014-10-21T21:00:00.000000Z,172.625,172.625,958.0,172.625
2014-10-21T22:00:00.000000Z,172.5,172.375,740.0,172.4375
2014-10-21T23:00:00.000000Z,172.5,172.375,662.0,172.4375
2014-10-22T00:00:00.000000Z,172.5,172.375,1958.0,172.4375
2014-10-22T01:00:00.000000Z,172.375,172.375,1381.0,172.375
2014-10-22T02:00:00.000000Z,172.375,172.25,812.0,172.3125
2014-10-22T03:00:00.000000Z,172.375,172.375,834.0,172.375
2014-10-22T04:00:00.000000Z,172.5,172.5,977.0,172.5
2014-10-22T05:00:00.000000Z,172.375,172.375,2032.0,172.375
2014-10-22T06:00:00.000000Z,172.25,172.25,1996.0,172.25
2014-10-22T07:00:00.000000Z,172.0,172.0,3708.0,172.0
2014-10-22T08:00:00.000000Z,171.25,171.25,5712.0,171.25
2014-10-22T09:00:00.000000Z,171.5,171.5,2492.0,171.5
2014-10-22T10:00:00.000000Z,171.75,171.75,1792.0,171.75
2014-10-22T11:00:00.000000Z,171.75,171.625,2174.0,171.6875
2014-10-22T12:00:00.000000Z,172.0,172.0,5412.0,172.0
2014-10-22T13:00:00.000000Z,172.0,172.0,3956.0,172.0
2014-10-22T14:00:00.000000Z,172.125,172.125,4200.0,172.125
2014-10-22T15:00:00.000000Z,172.5,172.5,3450.0,172.5
2014-10-22T16:00:00.000000Z,172.375,172.375,2456.0,172.375
2014-10-22T17:00:00.000000Z,172.125,172.125,1766.0,172.125
2014-10-22T18:00:00.000000Z,172.125,172.0,1578.0,172.0625
2014-10-22T19:00:00.000000Z,172.0,171.875,1459.0,171.9375
2014-10-22T20:00:00.000000Z,172.0,171.875,680.0,171.9375
2014-10-22T21:00:00.000000Z,172.0,172.0,803.0,172.0
2014-10-22T22:00:00.000000Z,172.0,172.0,680.0,172.0
2014-10-22T23:00:00.000000Z,171.875,171.875,642.0,171.875
2014-10-23T00:00:00.000000Z,172.0,171.875,1678.0,171.9375
2014-10-23T01:00:00.000000Z,172.0,172.0,1329.0,172.0
2014-10-23T02:00:00.000000Z,172.25,172.125,1108.0,172.1875
2014-10-23T03:00:00.000000Z,172.25,172.25,900.0,172.25
2014-10-23T04:00:00.000000Z,172.25,172.25,912.0,172.25
2014-10-23T05:00:00.000000Z,172.25,172.125,1118.0,172.1875
2014-10-23T06:00:00.000000Z,172.125,172.125,1685.0,172.125
2014-10-23T07:00:00.000000Z,172.0,172.0,4880.0,172.0
2014-10-23T08:00:00.000000Z,172.125,172.125,6240.0,172.125
2014-10-23T09:00:00.000000Z,172.25,172.25,2506.0,172.25
2014-10-23T10:00:00.000000Z,172.0,172.0,1888.0,172.0
2014-10-23T11:00:00.000000Z,172.5,172.5,2212.0,172.5
2014-10-23T12:00:00.000000Z,172.875,172.875,3830.0,172.875
2014-10-23T13:00:00.000000Z,172.875,172.875,3796.0,172.875
2014-10-23T14:00:00.000000Z,173.375,173.375,4424.0,173.375
2014-10-23T15:00:00.000000Z,173.5,173.5,2488.0,173.5
2014-10-23T16:00:00.000000Z,173.5,173.5,2001.0,173.5
2014-10-23T17:00:00.000000Z,173.5,173.5,1275.0,173.5
2014-10-23T18:00:00.000000Z,173.5,173.375,1512.0,173.4375
2014-10-23T19:00:00.000000Z,173.25,173.25,3046.0,173.25
2014-10-23T20:00:00.000000Z,173.625,173.5,874.0,173.5625
2014-10-23T21:00:00.000000Z,173.625,173.625,625.0,173.625
2014-10-23T22:00:00.000000Z,173.5,173.5,1040.0,173.5
2014-10-23T23:00:00.000000Z,173.375,173.375,833.0,173.375
2014-10-24T00:00:00.000000Z,173.25,173.125,3568.0,173.1875
2014-10-24T01:00:00.000000Z,173.25,173.25,2550.0,173.25
2014-10-24T02:00:00.000000Z,173.125,173.125,1482.0,173.125
2014-10-24T03:00:00.000000Z,173.25,173.125,913.0,173.1875
2014-10-24T04:00:00.000000Z,173.25,173.25,809.0,173.25
2014-10-24T05:00:00.000000Z,173.25,173.125,1095.0,173.1875
2014-10-24T06:00:00.000000Z,173.25,173.25,1551.0,173.25
2014-10-24T07:00:00.000000Z,173.5,173.5,3692.0,173.5
2014-10-24T08:00:00.000000Z,173.75,173.75,4752.0,173.75
2014-10-24T09:00:00.000000Z,173.5,173.5,2656.0,173.5
2014-10-24T10:00:00.000000Z,173.5,173.5,1898.0,173.5
2014-10-24T11:00:00.000000Z,173.25,173.25,2372.0,173.25
2014-10-24T12:00:00.000000Z,173.5,173.5,3936.0,173.5
2014-10-24T13:00:00.000000Z,173.625,173.625,4472.0,173.625
2014-10-24T14:00:00.000000Z,174.0,174.0,5840.0,174.0
2014-10-24T15:00:00.000000Z,174.0,174.0,2428.0,174.0
2014-10-24T16:00:00.000000Z,173.75,173.625,1718.0,173.6875
2014-10-24T17:00:00.000000Z,173.75,173.75,1379.0,173.75
2014-10-24T18:00:00.000000Z,173.75,173.75,1079.0,173.75
2014-10-24T19:00:00.000000Z,173.875,173.875,925.0,173.875
2014-10-24T20:00:00.000000Z,174.125,174.0,562.0,174.0625
2014-10-26T21:00:00.000000Z,174.25,174.125,738.0,174.1875
2014-10-26T22:00:00.000000Z,174.125,174.125,508.0,174.125
2014-10-26T23:00:00.000000Z,174.125,174.0,835.0,174.0625
2014-10-27T00:00:00.000000Z,173.875,173.875,1463.0,173.875
2014-10-27T01:00:00.000000Z,173.875,173.875,2076.0,173.875
2014-10-27T02:00:00.000000Z,173.75,173.75,1324.0,173.75
2014-10-27T03:00:00.000000Z,174.0,173.875,693.0,173.9375
2014-10-27T04:00:00.000000Z,173.875,173.875,710.0,173.875
2014-10-27T05:00:00.000000Z,173.875,173.75,816.0,173.8125
2014-10-27T06:00:00.000000Z,173.75,173.75,1031.0,173.75
2014-10-27T07:00:00.000000Z,174.0,173.875,1598.0,173.9375
2014-10-27T08:00:00.000000Z,173.75,173.75,3188.0,173.75
2014-10-27T09:00:00.000000Z,173.625,173.625,3624.0,173.625
2014-10-27T10:00:00.000000Z,173.625,173.625,2808.0,173.625
2014-10-27T11:00:00.000000Z,173.625,173.625,2658.0,173.625
2014-10-27T12:00:00.000000Z,173.875,173.75,2360.0,173.8125
2014-10-27T13:00:00.000000Z,173.75,173.75,2664.0,173.75
2014-10-27T14:00:00.000000Z,173.875,173.875,4984.0,173.875
2014-10-27T15:00:00.000000Z,173.75,173.75,2698.0,173.75
2014-10-27T16:00:00.000000Z,173.625,173.625,2494.0,173.625
2014-10-27T17:00:00.000000Z,173.75,173.625,1391.0,173.6875
2014-10-27T18:00:00.000000Z,173.75,173.625,1055.0,173.6875
2014-10-27T19:00:00.000000Z,173.875,173.75,751.0,173.8125
2014-10-27T20:00:00.000000Z,173.875,173.75,452.0,173.8125
2014-10-27T21:00:00.000000Z,173.875,173.75,465.0,173.8125
2014-10-27T22:00:00.000000Z,173.75,173.75,523.0,173.75
2014-10-27T23:00:00.000000Z,173.875,173.875,834.0,173.875
2014-10-28T00:00:00.000000Z,174.0,174.0,1942.0,174.0
2014-10-28T01:00:00.000000Z,174.0,174.0,1416.0,174.0
2014-10-28T02:00:00.000000Z,173.875,173.875,900.0,173.875
2014-10-28T03:00:00.000000Z,173.875,173.875,795.0,173.875
2014-10-28T04:00:00.000000Z,174.0,174.0,570.0,174.0
2014-10-28T05:00:00.000000Z,173.875,173.875,1002.0,173.875
2014-10-28T06:00:00.000000Z,173.75,173.75,946.0,173.75
2014-10-28T07:00:00.000000Z,173.875,173.875,1518.0,173.875
2014-10-28T08:00:00.000000Z,173.875,173.75,2540.0,173.8125
2014-10-28T09:00:00.000000Z,174.125,174.0,2392.0,174.0625
2014-10-28T10:00:00.000000Z,174.25,174.25,2045.0,174.25
2014-10-28T11:00:00.000000Z,174.25,174.25,2654.0,174.25
2014-10-28T12:00:00.000000Z,174.375,174.375,5020.0,174.375
2014-10-28T13:00:00.000000Z,174.625,174.5,4784.0,174.5625
2014-10-28T14:00:00.000000Z,174.5,174.5,4384.0,174.5
2014-10-28T15:00:00.000000Z,174.5,174.5,2354.0,174.5
2014-10-28T16:00:00.000000Z,174.625,174.625,1388.0,174.625
2014-10-28T17:00:00.000000Z,174.375,174.375,1070.0,174.375
2014-10-28T18:00:00.000000Z,174.375,174.375,998.0,174.375
2014-10-28T19:00:00.000000Z,174.5,174.5,969.0,174.5
2014-10-28T20:00:00.000000Z,174.5,174.5,435.0,174.5
2014-10-28T21:00:00.000000Z,174.5,174.375,474.0,174.4375
2014-10-28T22:00:00.000000Z,174.5,174.375,346.0,174.4375
2014-10-28T23:00:00.000000Z,174.5,174.5,455.0,174.5
2014-10-29T00:00:00.000000Z,174.625,174.5,1624.0,174.5625
2014-10-29T01:00:00.000000Z,174.5,174.5,949.0,174.5
2014-10-29T02:00:00.000000Z,174.5,174.375,632.0,174.4375
2014-10-29T03:00:00.000000Z,174.5,174.5,536.0,174.5
2014-10-29T04:00:00.000000Z,174.5,174.5,683.0,174.5
2014-10-29T05:00:00.000000Z,174.5,174.5,670.0,174.5
2014-10-29T06:00:00.000000Z,174.375,174.375,1126.0,174.375
2014-10-29T07:00:00.000000Z,174.375,174.375,1457.0,174.375
2014-10-29T08:00:00.000000Z,174.125,174.125,2418.0,174.125
2014-10-29T09:00:00.000000Z,174.25,174.25,1699.0,174.25
2014-10-29T10:00:00.000000Z,174.25,174.25,1627.0,174.25
2014-10-29T11:00:00.000000Z,174.25,174.25,1616.0,174.25
2014-10-29T12:00:00.000000Z,174.25,174.25,1391.0,174.25
2014-10-29T13:00:00.000000Z,174.375,174.375,2536.0,174.375
2014-10-29T14:00:00.000000Z,174.5,174.5,2964.0,174.5
2014-10-29T15:00:00.000000Z,174.625,174.625,2276.0,174.625
2014-10-29T16:00:00.000000Z,174.5,174.5,1565.0,174.5
2014-10-29T17:00:00.000000Z,174.125,174.0,2796.0,174.0625
2014-10-29T18:00:00.000000Z,174.25,174.25,12352.0,174.25
2014-10-29T19:00:00.000000Z,174.25,174.25,3220.0,174.25
2014-10-29T20:00:00.000000Z,174.375,174.375,1265.0,174.375
2014-10-29T21:00:00.000000Z,174.25,174.25,833.0,174.25
2014-10-29T22:00:00.000000Z,174.25,174.25,659.0,174.25
2014-10-29T23:00:00.000000Z,174.25,174.125,983.0,174.1875
2014-10-30T00:00:00.000000Z,174.125,174.0,3252.0,174.0625
2014-10-30T01:00:00.000000Z,174.375,174.25,2037.0,174.3125
2014-10-30T02:00:00.000000Z,174.25,174.25,1445.0,174.25
2014-10-30T03:00:00.000000Z,174.25,174.25,979.0,174.25
2014-10-30T04:00:00.000000Z,174.25,174.25,967.0,174.25
2014-10-30T05:00:00.000000Z,174.25,174.25,2162.0,174.25
2014-10-30T06:00:00.000000Z,174.5,174.375,1464.0,174.4375
2014-10-30T07:00:00.000000Z,174.5,174.5,2220.0,174.5
2014-10-30T08:00:00.000000Z,174.375,174.375,3908.0,174.375
2014-10-30T09:00:00.000000Z,174.375,174.375,3556.0,174.375
2014-10-30T10:00:00.000000Z,174.5,174.5,3028.0,174.5
2014-10-30T11:00:00.000000Z,174.25,174.25,2492.0,174.25
2014-10-30T12:00:00.000000Z,174.375,174.25,5712.0,174.3125
2014-10-30T13:00:00.000000Z,174.375,174.375,4296.0,174.375
2014-10-30T14:00:00.000000Z,174.625,174.625,3620.0,174.625
2014-10-30T15:00:00.000000Z,174.625,174.5,2492.0,174.5625
2014-10-30T16:00:00.000000Z,174.625,174.625,2346.0,174.625
2014-10-30T17:00:00.000000Z,175.0,175.0,3912.0,175.0
2014-10-30T18:00:00.000000Z,175.0,175.0,1867.0,175.0
2014-10-30T19:00:00.000000Z,174.875,174.75,1451.0,174.8125
2014-10-30T20:00:00.000000Z,174.75,174.75,699.0,174.75
2014-10-30T21:00:00.000000Z,174.875,174.875,629.0,174.875
2014-10-30T22:00:00.000000Z,174.875,174.875,934.0,174.875
2014-10-30T23:00:00.000000Z,174.75,174.75,2015.0,174.75
2014-10-31T00:00:00.000000Z,174.875,174.875,2164.0,174.875
2014-10-31T01:00:00.000000Z,174.875,174.875,1746.0,174.875
2014-10-31T02:00:00.000000Z,174.875,174.875,1507.0,174.875
2014-10-31T03:00:00.000000Z,175.0,175.0,976.0,175.0
