time,BNP.EURCHF - EUR/CHF_x,closeAsk,closeBid,volume
2014-10-08T05:00:00.000000Z,1.2117550000000001,1.21184,1.21167,
2014-10-08T06:00:00.000000Z,1.2123050000000002,1.21239,1.21222,
2014-10-08T07:00:00.000000Z,1.2117399999999998,1.21182,1.21166,
2014-10-08T08:00:00.000000Z,1.21247,1.21254,1.2124,
2014-10-08T09:00:00.000000Z,1.21284,1.21292,1.21276,
2014-10-08T10:00:00.000000Z,1.21291,1.21298,1.21284,
2014-10-08T11:00:00.000000Z,1.213025,1.2131,1.21295,
2014-10-08T12:00:00.000000Z,1.21328,1.21335,1.21321,
2014-10-08T13:00:00.000000Z,1.21307,1.21315,1.21299,
2014-10-08T14:00:00.000000Z,1.212805,1.21289,1.21272,
2014-10-08T15:00:00.000000Z,1.213025,1.21311,1.21294,
2014-10-08T16:00:00.000000Z,1.213075,1.21316,1.21299,
2014-10-08T17:00:00.000000Z,1.213165,1.21334,1.21299,
2014-10-08T18:00:00.000000Z,1.2125249999999999,1.21262,1.21243,
2014-10-08T19:00:00.000000Z,1.212535,1.21262,1.21245,
2014-10-08T20:00:00.000000Z,1.2119849999999999,1.21231,1.21166,
2014-10-08T21:00:00.000000Z,1.21228,1.21246,1.2121,
2014-10-08T22:00:00.000000Z,1.212315,1.21244,1.21219,
2014-10-08T23:00:00.000000Z,1.21251,1.21261,1.21241,
2014-10-09T00:00:00.000000Z,1.21253,1.21265,1.21241,
2014-10-09T01:00:00.000000Z,1.212265,1.2123700000000002,1.21216,
2014-10-09T02:00:00.000000Z,1.212005,1.21212,1.21189,
2014-10-09T03:00:00.000000Z,1.2118950000000002,1.21201,1.21178,
2014-10-09T04:00:00.000000Z,1.21185,1.21194,1.21176,
2014-10-09T05:00:00.000000Z,1.2119900000000001,1.21207,1.21191,
2014-10-09T06:00:00.000000Z,1.21137,1.21146,1.21128,
2014-10-09T07:00:00.000000Z,1.2113450000000001,1.21143,1.21126,
2014-10-09T08:00:00.000000Z,1.211655,1.21174,1.21157,
2014-10-09T09:00:00.000000Z,1.2117499999999999,1.21183,1.21167,
2014-10-09T10:00:00.000000Z,1.2108750000000001,1.21095,1.2108,
2014-10-09T11:00:00.000000Z,1.21082,1.21091,1.21073,
2014-10-09T12:00:00.000000Z,1.210315,1.2104,1.21023,
2014-10-09T13:00:00.000000Z,1.209945,1.21002,1.20987,
2014-10-09T14:00:00.000000Z,1.2099250000000001,1.21002,1.20983,
2014-10-09T15:00:00.000000Z,1.2106599999999998,1.21075,1.21057,
2014-10-09T16:00:00.000000Z,1.210845,1.2109299999999998,1.21076,
2014-10-09T17:00:00.000000Z,1.21128,1.21136,1.2112,
2014-10-09T18:00:00.000000Z,1.21063,1.21071,1.21055,
2014-10-09T19:00:00.000000Z,1.21098,1.21108,1.21088,
2014-10-09T20:00:00.000000Z,1.211395,1.21164,1.21115,
2014-10-09T21:00:00.000000Z,1.211045,1.21121,1.21088,
2014-10-09T22:00:00.000000Z,1.2108750000000001,1.211,1.21075,
2014-10-09T23:00:00.000000Z,1.21081,1.21094,1.21068,
2014-10-10T00:00:00.000000Z,1.2113,1.21141,1.21119,
2014-10-10T01:00:00.000000Z,1.211465,1.21158,1.21135,
2014-10-10T02:00:00.000000Z,1.21131,1.21141,1.21121,
2014-10-10T03:00:00.000000Z,1.21108,1.21118,1.21098,
2014-10-10T04:00:00.000000Z,1.21113,1.21124,1.21102,
2014-10-10T05:00:00.000000Z,1.2107350000000001,1.21082,1.21065,
2014-10-10T06:00:00.000000Z,1.210585,1.21068,1.21049,
2014-10-10T07:00:00.000000Z,1.21067,1.21075,1.21059,
2014-10-10T08:00:00.000000Z,1.2101549999999999,1.21023,1.2100799999999998,
2014-10-10T09:00:00.000000Z,1.209425,1.20949,1.20936,
2014-10-10T10:00:00.000000Z,1.209695,1.20975,1.20964,
2014-10-10T11:00:00.000000Z,1.209095,1.20917,1.20902,
2014-10-10T12:00:00.000000Z,1.20939,1.20944,1.20934,
2014-10-10T13:00:00.000000Z,1.2095099999999999,1.20959,1.20943,
2014-10-10T14:00:00.000000Z,1.2095850000000001,1.20966,1.20951,
2014-10-10T15:00:00.000000Z,1.2090550000000002,1.20914,1.20897,
2014-10-10T16:00:00.000000Z,1.20907,1.20916,1.20898,
2014-10-10T17:00:00.000000Z,1.209085,1.20917,1.209,
2014-10-10T18:00:00.000000Z,1.20851,1.2086,1.20842,
2014-10-10T19:00:00.000000Z,1.2090199999999998,1.20911,1.2089299999999998,
2014-10-10T20:00:00.000000Z,1.209065,1.20974,1.20839,
2014-10-12T21:00:00.000000Z,1.208455,1.20876,1.20815,
2014-10-12T22:00:00.000000Z,1.20827,1.20843,1.20811,
2014-10-12T23:00:00.000000Z,1.20869,1.20879,1.20859,
2014-10-13T00:00:00.000000Z,1.20894,1.20904,1.20884,
2014-10-13T01:00:00.000000Z,1.2090999999999998,1.20921,1.20899,
2014-10-13T02:00:00.000000Z,1.20894,1.20904,1.20884,
2014-10-13T03:00:00.000000Z,1.20894,1.20905,1.2088299999999998,
2014-10-13T04:00:00.000000Z,1.2090200000000002,1.20914,1.2089,
2014-10-13T05:00:00.000000Z,1.20833,1.20843,1.20823,
2014-10-13T06:00:00.000000Z,1.207965,1.20805,1.2078799999999998,
2014-10-13T07:00:00.000000Z,1.208845,1.20892,1.20877,
2014-10-13T08:00:00.000000Z,1.2089499999999997,1.2090299999999998,1.20887,
2014-10-13T09:00:00.000000Z,1.2087750000000002,1.20885,1.2087,
2014-10-13T10:00:00.000000Z,1.208455,1.20853,1.20838,
2014-10-13T11:00:00.000000Z,1.20784,1.20792,1.20776,
2014-10-13T12:00:00.000000Z,1.207865,1.20794,1.20779,
2014-10-13T13:00:00.000000Z,1.20777,1.20785,1.20769,
2014-10-13T14:00:00.000000Z,1.20771,1.2078,1.20762,
2014-10-13T15:00:00.000000Z,1.20796,1.20804,1.2078799999999998,
2014-10-13T16:00:00.000000Z,1.2078799999999998,1.2079799999999998,1.20778,
2014-10-13T17:00:00.000000Z,1.20864,1.20874,1.20854,
2014-10-13T18:00:00.000000Z,1.2089249999999998,1.20902,1.2088299999999998,
2014-10-13T19:00:00.000000Z,1.20881,1.20891,1.20871,
2014-10-13T20:00:00.000000Z,1.20885,1.20906,1.20864,
2014-10-13T21:00:00.000000Z,1.208815,1.20892,1.20871,
2014-10-13T22:00:00.000000Z,1.208635,1.20877,1.2085,
2014-10-13T23:00:00.000000Z,1.2086299999999999,1.20876,1.2085,
2014-10-14T00:00:00.000000Z,1.20866,1.20878,1.20854,
2014-10-14T01:00:00.000000Z,1.208645,1.20874,1.20855,
2014-10-14T02:00:00.000000Z,1.2085750000000002,1.20869,1.20846,
2014-10-14T03:00:00.000000Z,1.2088199999999998,1.2089299999999998,1.20871,
2014-10-14T04:00:00.000000Z,1.208885,1.20899,1.20878,
2014-10-14T05:00:00.000000Z,1.20889,1.20898,1.2088,
2014-10-14T06:00:00.000000Z,1.20873,1.20881,1.20865,
2014-10-14T07:00:00.000000Z,1.20811,1.20819,1.20803,
2014-10-14T08:00:00.000000Z,1.2074699999999998,1.20759,1.20735,
2014-10-14T09:00:00.000000Z,1.207855,1.20794,1.20777,
2014-10-14T10:00:00.000000Z,1.207935,1.20802,1.20785,
2014-10-14T11:00:00.000000Z,1.2079550000000001,1.20804,1.20787,
2014-10-14T12:00:00.000000Z,1.20784,1.20792,1.20776,
2014-10-14T13:00:00.000000Z,1.20764,1.20772,1.20756,
2014-10-14T14:00:00.000000Z,1.207455,1.20754,1.20737,
2014-10-14T15:00:00.000000Z,1.207395,1.20747,1.2073200000000002,
2014-10-14T16:00:00.000000Z,1.207355,1.20745,1.20726,
2014-10-14T17:00:00.000000Z,1.207395,1.20748,1.20731,
2014-10-14T18:00:00.000000Z,1.20706,1.20714,1.20698,
2014-10-14T19:00:00.000000Z,1.2071649999999998,1.20725,1.20708,
2014-10-14T20:00:00.000000Z,1.2073399999999999,1.20759,1.20709,
2014-10-14T21:00:00.000000Z,1.207435,1.20761,1.20726,
2014-10-14T22:00:00.000000Z,1.207255,1.20738,1.20713,
2014-10-14T23:00:00.000000Z,1.207145,1.20725,1.20704,
2014-10-15T00:00:00.000000Z,1.207155,1.20726,1.20705,
2014-10-15T01:00:00.000000Z,1.207405,1.20752,1.20729,
2014-10-15T02:00:00.000000Z,1.207125,1.20723,1.20702,
2014-10-15T03:00:00.000000Z,1.20726,1.20737,1.20715,
2014-10-15T04:00:00.000000Z,1.2074,1.20751,1.20729,
2014-10-15T05:00:00.000000Z,1.2073200000000002,1.20744,1.2072,
2014-10-15T06:00:00.000000Z,1.20762,1.20769,1.20755,
2014-10-15T07:00:00.000000Z,1.2076449999999999,1.20772,1.20757,
2014-10-15T08:00:00.000000Z,1.2076,1.20767,1.20753,
2014-10-15T09:00:00.000000Z,1.20764,1.20771,1.20757,
2014-10-15T10:00:00.000000Z,1.207665,1.20774,1.20759,
2014-10-15T11:00:00.000000Z,1.20753,1.2076,1.20746,
2014-10-15T12:00:00.000000Z,1.20694,1.207,1.20688,
